connectance_windsor,Pixel_Lat,Pixel_Long,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Precipitation_Seasonality,ConsensusLandCover_Human_Development_Percentage,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Shrubs,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TopoPositionIndex,EsaCci_BurntAreasProbability,GHS_Population_Density,GlobBiomass_AboveGroundBiomass,GlobPermafrost_PermafrostExtent,MODIS_NDVI,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,SG_Depth_to_bedrock,SG_Sand_Content_005cm,SG_SOC_Content_005cm,SG_Soil_pH_H2O_005cm
0.035067212,36.01250076,-78.97916412,1403,154.9419708,1162.53125,301.2953186,13.88892651,10,0,19,0,27,0,44,0,766,3003,2124,-0.752561927,0.633550644,150.5,0.99759537,0.0625,0,6.964724064,144.7329712,0,7217.486328,1,200,42.56032944,26.45963669,49.52811813
0.064335664,43.84583282,-74.92082977,834,54.01160431,1336.522461,228.2496338,10.87528992,0,0,84,0,2,0,14,0,667,157,2009,-0.310938507,0.583878636,692,3.459274769,2.125,0,0,178.2972412,0,5486.632813,1,136.3838654,58.32342148,155.8678894,41.10126877
0.034965035,36.01250076,-78.97916412,1403,154.9419708,1162.53125,301.2953186,13.88892651,10,0,19,0,27,0,44,0,766,3003,2124,-0.752561927,0.633550644,150.5,0.99759537,0.0625,0,6.964724064,144.7329712,0,7217.486328,1,200,42.56032944,26.45963669,49.52811813
0.057756387,44.35416794,-74.3125,838,58.85293198,1003.046631,236.041748,16.44459152,0,0,0,0,18,0,75,0,931,339,1739,-0.756731868,-0.097920373,503.5,0.783815145,1.6875,0,0.256165326,137.3283539,0,5494.216309,30,199.6957703,59.41992569,148.764679,44.18296051
0.069850621,44.30416489,-73.9375,839,58.35334015,785.3759766,234.4848328,16.94412804,0,0,42,0,13,0,46,0,978,3505,1776,0.244429961,0.590797305,517,2.391561508,-3.625,0,0.116565049,132.6314697,0,5964.040527,7,200,60.01516724,152.1483765,45.70214081
0.043486702,44.36249924,-74.32917023,837,57.97224045,1052.092041,235.1925201,16.54194069,0,0,15,0,20,0,65,0,665,448,2470,-0.156112537,0.289110959,518,1.681831598,-4.125,0,0.005131837,174.6035614,0,5811.719238,8,192.2249756,58.3405571,178.7758636,44.47328186
0.277777778,-18.5625,-52.01250076,1600,238.0775146,1396.773682,302.5330811,68.21908569,9,0,0,0,0,0,57,34,1529,4077,1726,-0.985869408,-0.107284643,592.5,2.470443726,-2.4375,0,0,26.49671173,0,3833.039795,12,198.9085388,47.9249382,25.68631363,54.41322708
0.166666667,-20.09583282,-55.96250153,1678,254.7668457,1213.899048,319.0979309,54.40240097,8,0,49,0,0,0,15,26,796,5272,2653,-0.760420263,-0.082198977,129.5,0.20937705,0.125,0,0.007035397,53.08906555,0,6739.757813,50,200,62.58742523,15.94019413,58.01776886
0.121052632,-19.62083244,-56.98749924,1701,255.8836365,1047.983032,320.638855,57.95943451,11,0,15,0,0,0,53,21,598,2532,3373,0.534597516,0.316227973,91,0.180392995,-0.375,0.854867637,0,75.46737671,0,7353.95166,50,200,53.68206024,20.55081749,60.74401855
0.121052632,-19.72916603,-56.86249924,1699,255.5490417,1063.916138,320.154541,58.20313263,0,0,31,0,0,0,66,3,258,491,3900,0.15811342,0.055215776,97,0.256813377,0.25,1.49852407,0,62.66204453,0,7985.165039,50,200,51.91191864,20.91199112,60.3585434
0.112318841,-23.50416756,-53.97083282,1553,233.2132263,1456.850342,303.8153687,31.37102699,0,0,48,0,0,17,0,33,316,2552,5800,-0.511667609,-0.353552788,229,0.061874468,-0.125,2.507315636,0,25.96551132,0,5934.771973,50,200,58.2657547,44.76224518,56.4714241
0.069380204,-23.04583359,-48.62916565,1404,198.3304749,1346.164551,261.3658142,50.86742783,19,0,25,36,0,7,12,0,630,3438,2884,-0.031511903,-0.920056105,832,2.290112257,2.375,0,0,104.0284424,0,7652.040527,1,199.7685699,48.20325089,29.32555771,52.06187057
0.243589744,31.46249962,-81.26249695,1607,200.348465,1334.968994,296.6809082,35.94598007,17,0,0,9,14,0,55,0,1055,1566,3433,-0.082199208,0.306313455,13,0.48812145,-0.3125,0.438596487,0,127.5911102,0,7598.179199,50,200,68.22737885,44.64992142,50.39964294
0.068122917,30.30416679,-103.4541702,2260,165.2799072,380.0315857,315.95755,70.66255188,0,0,0,0,0,14,14,72,500,1952,5342,-0.450989068,-0.892410278,1418.5,1.369802594,-1,0,0,0,0,2610.668945,0,192.6114349,42.50964737,19.14759254,77.56330872
0.057609058,30.20416641,-103.2458344,2300,176.7771606,330.0838928,326.348938,59.8286438,0,0,0,0,0,14,14,73,1080,331,2315,0.103034347,-0.588542819,1234,0.802518249,-0.75,0,14.59996223,0,0,2390.370361,2,200,37.62414169,11.71038342,79.46126556
0.400000006,8.704166412,-83.48750305,1691,265.7667236,3724.39624,301.2477722,48.39886093,0,0,0,63,0,14,0,0,386,3414,3762,0.552762389,0.833302498,30,11.0402298,-2.25,0,0,130.4015961,0,5663.17041,1,198.7915649,42.40135574,118.9380798,51.75710297
0.214285714,8.704166412,-83.48750305,1691,265.7667236,3724.39624,301.2477722,48.39886093,0,0,0,63,0,14,0,0,386,3414,3762,0.552762389,0.833302498,30,11.0402298,-2.25,0,0,130.4015961,0,5663.17041,1,198.7915649,42.40135574,118.9380798,51.75710297
0.151515152,10.34583378,-67.6875,1542.000122,206.7008362,1019.337524,246.9068756,78.34809113,0,0,0,100,0,0,0,0,630,1099,2963,-0.167313039,0.743423223,1123.5,14.65348148,-4.0625,0,0,232.1141357,0,4846.570801,1,176.0834351,45.03350067,44.29043961,54.27557373
0.285714286,-37.61249924,144.2791595,1330,122.989151,728.7944336,233.2205811,18.38570976,86,0,0,8,0,0,0,6,711,2234,2634,-0.068294078,0.911696315,462.5,1.887881517,0.5625,0,0,15.16160011,0,5301.915527,1,200,57.14621353,30.32164383,60.86558914
0.476190476,-37.61249924,144.2791595,1330,122.989151,728.7944336,233.2205811,18.38570976,86,0,0,8,0,0,0,6,711,2234,2634,-0.068294078,0.911696315,462.5,1.887881517,0.5625,0,0,15.16160011,0,5301.915527,1,200,57.14621353,30.32164383,60.86558914
0.321428571,-37.61249924,144.2791595,1330,122.989151,728.7944336,233.2205811,18.38570976,86,0,0,8,0,0,0,6,711,2234,2634,-0.068294078,0.911696315,462.5,1.887881517,0.5625,0,0,15.16160011,0,5301.915527,1,200,57.14621353,30.32164383,60.86558914
0.277777778,-37.61249924,144.2791595,1330,122.989151,728.7944336,233.2205811,18.38570976,86,0,0,8,0,0,0,6,711,2234,2634,-0.068294078,0.911696315,462.5,1.887881517,0.5625,0,0,15.16160011,0,5301.915527,1,200,57.14621353,30.32164383,60.86558914
0.361111111,-37.61249924,144.2791595,1330,122.989151,728.7944336,233.2205811,18.38570976,86,0,0,8,0,0,0,6,711,2234,2634,-0.068294078,0.911696315,462.5,1.887881517,0.5625,0,0,15.16160011,0,5301.915527,1,200,57.14621353,30.32164383,60.86558914
0.388888889,-37.61249924,144.2791595,1330,122.989151,728.7944336,233.2205811,18.38570976,86,0,0,8,0,0,0,6,711,2234,2634,-0.068294078,0.911696315,462.5,1.887881517,0.5625,0,0,15.16160011,0,5301.915527,1,200,57.14621353,30.32164383,60.86558914
0.228571429,-37.61249924,144.2791595,1330,122.989151,728.7944336,233.2205811,18.38570976,86,0,0,8,0,0,0,6,711,2234,2634,-0.068294078,0.911696315,462.5,1.887881517,0.5625,0,0,15.16160011,0,5301.915527,1,200,57.14621353,30.32164383,60.86558914
0.198529412,-37.61249924,144.2791595,1330,122.989151,728.7944336,233.2205811,18.38570976,86,0,0,8,0,0,0,6,711,2234,2634,-0.068294078,0.911696315,462.5,1.887881517,0.5625,0,0,15.16160011,0,5301.915527,1,200,57.14621353,30.32164383,60.86558914
0.090139141,-46.10416794,170.1708374,1012,107.8601913,645.3233032,172.30513,11.32560539,26,0,0,17,0,41,16,0,1158,1380,1185,-0.748229146,0.366459757,3.5,0.801237702,-2,0,0,14.85439968,0,6601.24707,4,172.2720795,46.26854324,91.9496994,57.95952225
0.123106061,-46.47916794,169.5791626,992,104.8873672,893.2627563,156.3622437,13.78124523,24,0,0,0,9,62,0,6,419,1897,3701,-0.813566208,-0.390726328,33.5,8.223201752,-7.75,0,0,34.26115417,0,7644.129395,2,139.8322296,37.58512497,146.1110687,56.00255585
0.101010101,-46.10416794,170.1708374,1012,107.8601913,645.3233032,172.30513,11.32560539,26,0,0,17,0,41,16,0,1158,1380,1185,-0.748229146,0.366459757,3.5,0.801237702,-2,0,0,14.85439968,0,6601.24707,4,172.2720795,46.26854324,91.9496994,57.95952225
0.057354302,-45.85416794,170.5958405,1038,109.5986633,731.6670532,173.5395203,9.555817604,0,0,0,15,0,0,23,13,1863,915,278,0.197305322,-0.969937325,0,0,0,0,52.32009125,6.934755325,0,2875.595947,14,162.9707794,53.03665543,121.2929382,56.01483536
0.092506938,-46.10416794,170.1708374,1012,107.8601913,645.3233032,172.30513,11.32560539,26,0,0,17,0,41,16,0,1158,1380,1185,-0.748229146,0.366459757,3.5,0.801237702,-2,0,0,14.85439968,0,6601.24707,4,172.2720795,46.26854324,91.9496994,57.95952225
0.083256244,-46.47916794,169.5791626,992,104.8873672,893.2627563,156.3622437,13.78124523,24,0,0,0,9,62,0,6,419,1897,3701,-0.813566208,-0.390726328,33.5,8.223201752,-7.75,0,0,34.26115417,0,7644.129395,2,139.8322296,37.58512497,146.1110687,56.00255585
0.070391872,-46.10416794,170.1708374,1012,107.8601913,645.3233032,172.30513,11.32560539,26,0,0,17,0,41,16,0,1158,1380,1185,-0.748229146,0.366459757,3.5,0.801237702,-2,0,0,14.85439968,0,6601.24707,4,172.2720795,46.26854324,91.9496994,57.95952225
0.200000003,29.83749962,118.5708313,1217,167.7967987,1865.160278,317.6609497,52.8904953,19,0,0,3,27,0,51,0,271,1623,5201,-0.939308763,0.038387939,282.5,12.82680321,5,0,0,60.5832901,0,7131.370117,1,198.4375,33.07063675,23.83435249,57.36394882
0.25,32.17083359,112.3458328,1218,165.2605286,804.9829712,315.8043823,60.05093002,92,0,0,0,0,0,0,0,1336,3225,1593,0.707106888,-0.414989024,72,0.611991525,0.8125,0,124.2473755,0,0,3852.569824,50,200,26.78595924,11.4700737,69.69835663
0.333333333,51.33750153,-0.370833337,839,103.7974777,720.4104004,209.4072113,14.07200432,52,0,0,0,18,0,30,0,458,2842,4347,-0.165295392,-0.032834806,64.5,1.936706781,1.6875,0,49.76689529,159.0879974,0,6739.366211,1,193.4011383,46.66111755,65.41194916,54.3419838
0.25,41.41249847,-0.254166663,1615,152.164505,361.2310486,311.7246399,26.95519447,41,26,0,0,0,0,0,33,1206,4024,3092,-0.981052041,0.052908413,340,0.779691875,-0.6875,0,0,0,0,2211.573975,14,200,19.21727753,13.55087662,79.36282349
0.25,41.40416718,-0.262499988,1621,152.517807,366.0314636,312.0722961,27.11211014,41,26,0,0,0,0,0,33,1687,3487,1740,-0.228824914,0.202270061,335,0.309369445,-0.0625,0,0.736824512,0,0,2198.848633,33,200,20.99520302,14.1305027,79.60021973
0.177777778,40.13750076,-8.854166985,1188,163.129425,871.9824829,249.5627899,55.37047195,63,0,0,0,5,0,20,0,3250,3120,1689,0.100483932,-0.295475543,1.5,0.393279016,-0.3125,0,10.53827286,0,0,2531.977783,50,200,50.90195847,48.93144226,67.19470215
0.163636364,40.13750076,-8.854166985,1188,163.129425,871.9824829,249.5627899,55.37047195,63,0,0,0,5,0,20,0,3250,3120,1689,0.100483932,-0.295475543,1.5,0.393279016,-0.3125,0,10.53827286,0,0,2531.977783,50,200,50.90195847,48.93144226,67.19470215
0.141025641,40.13750076,-8.854166985,1188,163.129425,871.9824829,249.5627899,55.37047195,63,0,0,0,5,0,20,0,3250,3120,1689,0.100483932,-0.295475543,1.5,0.393279016,-0.3125,0,10.53827286,0,0,2531.977783,50,200,50.90195847,48.93144226,67.19470215
0.333333333,51.86249924,-3.829166651,676,83.62557983,1601.426147,171.4773254,24.93102837,43,0,0,0,0,39,18,0,259,2533,5611,0.495279253,-0.866256118,361.5,8.766614914,0.1875,0,0,0.230399996,0,5266.20752,1,188.8270874,38.24388885,164.6515045,51.37482071
0.131868132,40.13750076,-8.854166985,1188,163.129425,871.9824829,249.5627899,55.37047195,63,0,0,0,5,0,20,0,3250,3120,1689,0.100483932,-0.295475543,1.5,0.393279016,-0.3125,0,10.53827286,0,0,2531.977783,50,200,50.90195847,48.93144226,67.19470215
0.123809524,40.13750076,-8.854166985,1188,163.129425,871.9824829,249.5627899,55.37047195,63,0,0,0,5,0,20,0,3250,3120,1689,0.100483932,-0.295475543,1.5,0.393279016,-0.3125,0,10.53827286,0,0,2531.977783,50,200,50.90195847,48.93144226,67.19470215
0.110294118,40.13750076,-8.854166985,1188,163.129425,871.9824829,249.5627899,55.37047195,63,0,0,0,5,0,20,0,3250,3120,1689,0.100483932,-0.295475543,1.5,0.393279016,-0.3125,0,10.53827286,0,0,2531.977783,50,200,50.90195847,48.93144226,67.19470215
0.347368421,52.38750076,-3.887500048,638,96.79188538,1441.264893,183.7630768,23.85165405,0,0,0,0,0,64,36,0,799,5587,1931,0.938527226,0.049033418,103.5,18.64678574,-30.5625,0,0,97.68302155,0,6408.032227,1,191.0610657,45.87195969,141.9078217,50.67229462
0.197628458,51.86249924,-3.829166651,676,83.62557983,1601.426147,171.4773254,24.93102837,43,0,0,0,0,39,18,0,259,2533,5611,0.495279253,-0.866256118,361.5,8.766614914,0.1875,0,0,0.230399996,0,5266.20752,1,188.8270874,38.24388885,164.6515045,51.37482071
0.274725275,52.12083435,0.020833334,805,103.5286942,544.3330688,211.7874756,12.71014309,100,0,0,0,0,0,0,0,497,3308,2399,-0.857492566,0.36439997,17,0.315896749,-0.125,0,2.748187542,13.85635567,0,6083.149902,50,200,33.80548096,37.43261719,72.53594208
0.247619048,42.12916565,2.737499952,1353,149.1571808,747.7487183,278.4543152,20.96967697,16,1,6,0,16,0,41,20,1061,2907,3253,-0.792542875,0.608096957,230,5.434813499,0.625,0,0,130.2435608,0,7234.937988,1,199.5262146,42.30363083,35.21666718,67.65536499
0.090949921,50.91249847,11.58749962,886,94.28408051,504.199585,232.9384155,27.30929565,81,0,6,0,12,0,1,0,840,701,2919,0.135408849,-0.844370723,147.5,1.295319557,-0.5625,0,119.9179611,51.53653336,0,5735.633789,7,200,45.87849045,26.68249702,63.08073044
0.198529412,-17.12083244,145.8625031,1898,248.3163605,2231.163818,294.6916504,73.07093811,28,0,0,49,0,0,23,0,274,-41,4029,-0.403097034,-0.78167367,10,0.269609213,-0.1875,0,0,30.25919914,0,6663.061523,9,199.0112,53.88342667,31.5008812,57.51445389
0.132352941,61.42083359,8.862500191,519,-1.546389937,531.6859131,143.6990051,32.81487656,0,42,0,0,6,0,0,52,785,-1660,3099,0.969578505,0.230029017,1112,6.583938599,-5,0,0,36.96551132,0.021659596,2043.028442,1,184.3184052,53.98535919,176.6386261,48.11144257
0.205882353,64.0541687,23.66250038,603,37.48451233,465.2845154,199.6889801,35.48009109,24,21,2,0,24,27,2,0,982,946,1842,-0.304959714,0.316228211,11,0.334115237,0.0625,0,0.052381024,9.821688652,0,3552.772461,50,200,45.00606537,110.5895081,53.50519943
0.040494459,64.91249847,26.07083321,610,24.93220139,534.1169434,204.0693512,31.88737488,0,0,16,0,0,0,73,0,330,721,4110,0.728746533,0.389267266,70,0.384997308,0.1875,0,0,28.26311111,0,4161.990723,50,200,54.67606354,253.4474792,45.47719955
0.339031339,69.02916718,-147.7124939,466,-86.57924652,173.9337158,171.7297821,93.36579132,0,54,0,0,0,0,0,46,980,-985,2646,0.991492152,0.06094338,374,2.732398987,-2.5625,0,1.12e-05,6.460977554,0.991237819,1744.239014,1,141.7395172,38.24384689,213.4292603,60.42242432
0.330049261,69.02916718,-147.7124939,466,-86.57924652,173.9337158,171.7297821,93.36579132,0,54,0,0,0,0,0,46,980,-985,2646,0.991492152,0.06094338,374,2.732398987,-2.5625,0,1.12e-05,6.460977554,0.991237819,1744.239014,1,141.7395172,38.24384689,213.4292603,60.42242432
0.289655172,69.02916718,-147.7124939,466,-86.57924652,173.9337158,171.7297821,93.36579132,0,54,0,0,0,0,0,46,980,-985,2646,0.991492152,0.06094338,374,2.732398987,-2.5625,0,1.12e-05,6.460977554,0.991237819,1744.239014,1,141.7395172,38.24384689,213.4292603,60.42242432
0.294354839,69.02916718,-147.7124939,466,-86.57924652,173.9337158,171.7297821,93.36579132,0,54,0,0,0,0,0,46,980,-985,2646,0.991492152,0.06094338,374,2.732398987,-2.5625,0,1.12e-05,6.460977554,0.991237819,1744.239014,1,141.7395172,38.24384689,213.4292603,60.42242432
0.199430199,52.98749924,-3.479166746,647,89.52085114,1082.599731,184.3410492,25.4178791,0,0,26,0,0,46,29,0,273,2151,4818,0.929676473,-0.248167187,215,6.131432533,0.375,0,0.70428586,64.72675323,0,7104.392578,1,200,41.10866165,104.3430328,54.09699249
0.116059379,53.91249847,-1.654166698,741,95.64209747,712.4569092,196.5259857,12.77586365,38,5,0,0,0,25,31,0,801,3907,1849,-0.960444748,0.165907338,50.5,0.601568103,-0.6875,0,1.904985309,21.89226723,0,6609.986328,6,200,45.50160599,50.21084976,58.61474228
0.026538551,53.82916641,-2.420833349,692,95.95870209,1166.710571,191.6994171,20.76790047,11,0,0,0,0,75,13,0,1023,1397,1010,-0.958743155,-0.042349033,62,1.080787659,0.9375,0,146.3126373,47.85351181,0,6338.135254,17,199.5426636,48.67012405,75.66242218,56.08719635
0.177777778,48.53749847,-123.0875015,893,109.7725525,681.6986694,230.7789307,58.57201004,0,0,0,0,37,0,41,22,416,1132,3965,0.794390142,-0.311431706,48,1.344129562,-1.3125,0,1.923042655,186.8535156,0,7807.26123,32,196.375824,50.90223694,143.291626,54.12417603
0.200000003,44.57083511,-110.8291702,1112,35.71900558,430.4555359,239.2172241,18.59818649,11,0,0,0,44,27,17,1,1108,3211,3194,0.916318417,-0.399904668,2191,0.671321988,-0.6875,0,1.82e-05,9.646400452,0,2397.129639,11,200,41.0015564,51.07973099,65.02820587
0.120879121,36.61249924,-121.9041672,1233,145.5055542,524.887085,226.3249664,88.96986389,65,0,0,0,5,0,0,0,1424,879,3439,0.689375877,0.724290848,41,3.929667234,0.375,0,198.8437347,15.52764416,0,2952.430176,1,196.7654877,50.67840576,28.41310501,65.5737915
0.123809524,38.00416565,-122.3625031,1626,153.0839691,687.4981079,265.015625,90.09106445,0,0,0,0,6,0,23,26,1226,989,2149,0.601981044,0.542435884,20,2.614165783,0.4375,0,0,41.48835373,0,5288.531738,11,198.3839722,51.56245041,56.97073746,61.11647415
0.333333333,35.02083206,-119.1041641,2130,190.9866791,253.8820801,360.09021,78.29829407,10,0,0,0,0,42,31,17,673,1573,3507,0.809439063,0.587083638,242.5,1.689771056,0.375,0,0,0,0,3521.931885,5,200,54.4809227,10.02618122,75.89820099
0.25,33.30416489,-116.1125031,2685,202.1016998,97.78312683,377.8473511,55.71568298,0,14,0,0,0,0,9,78,666,2621,7847,-0.828945398,0.559320152,473.5,12.76137924,7.5625,0,0,0,0,838.9564819,1,91.53134155,54.37718201,5.386536121,82.03825378
0.200000003,32.95416641,-117.2624969,1564,187.2617188,284.2466736,294.8583679,86.92477417,51,0,0,0,6,0,5,9,1664,2642,2526,-0.144950539,-0.989438891,52.5,4.877598763,0.5,0,107.981308,36.03946686,0,3404.366699,3,163.9722137,43.53711319,28.3705349,72.17464447
0.133333333,33.30416489,-116.1125031,2685,202.1016998,97.78312683,377.8473511,55.71568298,0,14,0,0,0,0,9,78,666,2621,7847,-0.828945398,0.559320152,473.5,12.76137924,7.5625,0,0,0,0,838.9564819,1,91.53134155,54.37718201,5.386536121,82.03825378
