network,database,type,reference,latitude,longitude,total_species,total_interactions,connectance
A_PH_80_2471,M,Herbivory,"@article{Ruzicka_2012, doi = {10.1016/j.pocean.2012.02.002}, url = {https://doi.org/10.1016%2Fj.pocean.2012.02.002}, year = 2012, month = {sep}, publisher = {Elsevier {BV}}, volume = {102}, pages = {19--41}, author = {James J. Ruzicka and Richard D. Brodeur and Robert L. Emmett and John H. Steele and Jeannette E. Zamon and Cheryl A. Morgan and Andrew C. Thomas and Thomas C. Wainwright}, title = {Interannual variability in the Northern California Current food web structure: Changes in energy flow pathways and the role of forage fish, euphausiids, and jellyfish}, journal = {Progress in Oceanography}}",42,-126,20,36,0.189473684
A_PH_80_2472,M,Herbivory,"@article{Ruzicka_2012, doi = {10.1016/j.pocean.2012.02.002}, url = {https://doi.org/10.1016%2Fj.pocean.2012.02.002}, year = 2012, month = {sep}, publisher = {Elsevier {BV}}, volume = {102}, pages = {19--41}, author = {James J. Ruzicka and Richard D. Brodeur and Robert L. Emmett and John H. Steele and Jeannette E. Zamon and Cheryl A. Morgan and Andrew C. Thomas and Thomas C. Wainwright}, title = {Interannual variability in the Northern California Current food web structure: Changes in energy flow pathways and the role of forage fish, euphausiids, and jellyfish}, journal = {Progress in Oceanography}}",42,-126,20,36,0.189473684
A_PH_80_2473,M,Herbivory,"@article{Ruzicka_2012, doi = {10.1016/j.pocean.2012.02.002}, url = {https://doi.org/10.1016%2Fj.pocean.2012.02.002}, year = 2012, month = {sep}, publisher = {Elsevier {BV}}, volume = {102}, pages = {19--41}, author = {James J. Ruzicka and Richard D. Brodeur and Robert L. Emmett and John H. Steele and Jeannette E. Zamon and Cheryl A. Morgan and Andrew C. Thomas and Thomas C. Wainwright}, title = {Interannual variability in the Northern California Current food web structure: Changes in energy flow pathways and the role of forage fish, euphausiids, and jellyfish}, journal = {Progress in Oceanography}}",42,-126,20,36,0.189473684
A_PH_80_2474,M,Herbivory,"@article{Ruzicka_2012, doi = {10.1016/j.pocean.2012.02.002}, url = {https://doi.org/10.1016%2Fj.pocean.2012.02.002}, year = 2012, month = {sep}, publisher = {Elsevier {BV}}, volume = {102}, pages = {19--41}, author = {James J. Ruzicka and Richard D. Brodeur and Robert L. Emmett and John H. Steele and Jeannette E. Zamon and Cheryl A. Morgan and Andrew C. Thomas and Thomas C. Wainwright}, title = {Interannual variability in the Northern California Current food web structure: Changes in energy flow pathways and the role of forage fish, euphausiids, and jellyfish}, journal = {Progress in Oceanography}}",42,-126,20,36,0.189473684
A_PH_80_2470,M,Herbivory,"@article{Ruzicka_2012, doi = {10.1016/j.pocean.2012.02.002}, url = {https://doi.org/10.1016%2Fj.pocean.2012.02.002}, year = 2012, month = {sep}, publisher = {Elsevier {BV}}, volume = {102}, pages = {19--41}, author = {James J. Ruzicka and Richard D. Brodeur and Robert L. Emmett and John H. Steele and Jeannette E. Zamon and Cheryl A. Morgan and Andrew C. Thomas and Thomas C. Wainwright}, title = {Interannual variability in the Northern California Current food web structure: Changes in energy flow pathways and the role of forage fish, euphausiids, and jellyfish}, journal = {Progress in Oceanography}}",42,-126,20,36,0.189473684
A_PH_55_922,M,Herbivory,"@article{saldanha_1980, title = {Estudio Ambiental do Estuario do Tejo}, author = {L. Saldanha}, year = {1980}, publisher = {(CNA/Tejo, Lisbon, 1980)}}",38.778525,-9.017122,8,8,0.285714286
A_PH_115_1496,M,Herbivory,"@article{Savely_1939, doi = {10.2307/1943233}, url = {https://doi.org/10.2307%2F1943233}, year = 1939, month = {feb}, publisher = {Wiley}, volume = {9}, number = {3}, pages = {321--385}, author = {Harvey Epperson Savely}, title = {Ecological Relations of Certain Animals in Dead Pine and Oak Logs}, journal = {Ecological Monographs}}",36.016379,-78.979442,59,60,0.035067212
A_PH_115_1494,M,Herbivory,"@article{Savely_1939, doi = {10.2307/1943233}, url = {https://doi.org/10.2307%2F1943233}, year = 1939, month = {feb}, publisher = {Wiley}, volume = {9}, number = {3}, pages = {321--385}, author = {Harvey Epperson Savely}, title = {Ecological Relations of Certain Animals in Dead Pine and Oak Logs}, journal = {Ecological Monographs}}",36.016379,-78.979442,28,26,0.068783069
A_PH_115_1495,M,Herbivory,"@article{Savely_1939, doi = {10.2307/1943233}, url = {https://doi.org/10.2307%2F1943233}, year = 1939, month = {feb}, publisher = {Wiley}, volume = {9}, number = {3}, pages = {321--385}, author = {Harvey Epperson Savely}, title = {Ecological Relations of Certain Animals in Dead Pine and Oak Logs}, journal = {Ecological Monographs}}",36.016379,-78.979442,66,75,0.034965035
A_PH_115_1497,M,Herbivory,"@article{Savely_1939, doi = {10.2307/1943233}, url = {https://doi.org/10.2307%2F1943233}, year = 1939, month = {feb}, publisher = {Wiley}, volume = {9}, number = {3}, pages = {321--385}, author = {Harvey Epperson Savely}, title = {Ecological Relations of Certain Animals in Dead Pine and Oak Logs}, journal = {Ecological Monographs}}",36.016379,-78.979442,29,34,0.083743842
A_PH_118_1500,M,Herbivory,"@article{Seifert_1976,	doi = {10.1086/283080},  url = {https://doi.org/10.1086%2F283080},  year = 1976,  month = {may}, publisher = {University of Chicago Press}, volume = {110}, number = {973}, pages = {461--483}, author = {Richard P. Seifert and Florence Hammett Seifert}, title = {A Community Matrix Analysis of Heliconia Insect Communities}, journal = {The American Naturalist}}",8.7068775,-83.48878,8,6,0.214285714
A_PH_118_1501,M,Herbivory,"@article{Seifert_1976,	doi = {10.1086/283080},  url = {https://doi.org/10.1086%2F283080},  year = 1976,  month = {may}, publisher = {University of Chicago Press}, volume = {110}, number = {973}, pages = {461--483}, author = {Richard P. Seifert and Florence Hammett Seifert}, title = {A Community Matrix Analysis of Heliconia Insect Communities}, journal = {The American Naturalist}}",8.7068775,-83.48878,6,6,0.4
A_PH_119_1502,M,Herbivory,"@article{Seifert_1979, doi = {10.2307/1936064}, url = {https://doi.org/10.2307%2F1936064}, year = 1979, month = {jun}, publisher = {Wiley}, volume = {60}, number = {3}, pages = {462--467}, author = {Richard P. Seifert and Florence Hammett Seifert}, title = {A Heliconia Insect Community in a Venezuelan Cloud Forest}, journal = {Ecology}}",10.342535,-67.688221,12,10,0.151515152
A_PH_51_1281,M,Herbivory,"@article{Simenstad_1978, doi = {10.1126/science.200.4340.403}, url = {https://doi.org/10.1126%2Fscience.200.4340.403}, year = 1978, month = {apr}, publisher = {American Association for the Advancement of Science ({AAAS})}, volume = {200}, number = {4340}, pages = {403--411}, author = {C. A. Simenstad and J. A. Estes and K. W. Kenyon}, title = {Aleuts, Sea Otters, and Alternate Stable-State Communities}, journal = {Science}}",51.494153,179.042579,7,6,0.285714286
A_PH_51_1282,M,Herbivory,"@article{Simenstad_1978, doi = {10.1126/science.200.4340.403}, url = {https://doi.org/10.1126%2Fscience.200.4340.403}, year = 1978, month = {apr}, publisher = {American Association for the Advancement of Science ({AAAS})}, volume = {200}, number = {4340}, pages = {403--411}, author = {C. A. Simenstad and J. A. Estes and K. W. Kenyon}, title = {Aleuts, Sea Otters, and Alternate Stable-State Communities}, journal = {Science}}",51.494153,179.042579,7,6,0.285714286
A_PH_26_930,M,Herbivory,"@article{Smith_2006, doi = {10.1098/rstb.2006.1956}, url = {https://doi.org/10.1098%2Frstb.2006.1956}, year = 2006, month = {jan}, publisher = {The Royal Society}, volume = {362}, number = {1477}, pages = {95--111}, author = {Walker O Smith and David G Ainley and Riccardo Cattaneo-Vietti}, title = {Trophic interactions within the Ross Sea continental shelf ecosystem}, journal = {Philosophical Transactions of the Royal Society B: Biological Sciences}}",-76,-175,6,7,0.466666667
A_PH_163_1594,M,Herbivory,"@article{Stewart_2011,	doi = {10.1016/j.ecolmodel.2010.10.024}, url = {https://doi.org/10.1016%2Fj.ecolmodel.2010.10.024}, year = 2011, month = {feb}, publisher = {Elsevier {BV}}, volume = {222}, number = {3}, pages = {692--708}, author = {Thomas. J. Stewart and W. Gary Sprules}, title = {Carbon-based balanced trophic structure and flows in the offshore Lake Ontario food web before (1987{	extendash}1991) and after (2001{	extendash}2005) invasion-induced ecosystem change}, journal = {Ecological Modelling}}",43.7,-77,10,9,0.2
A_PH_163_1595,M,Herbivory,"@article{Stewart_2011,	doi = {10.1016/j.ecolmodel.2010.10.024}, url = {https://doi.org/10.1016%2Fj.ecolmodel.2010.10.024}, year = 2011, month = {feb}, publisher = {Elsevier {BV}}, volume = {222}, number = {3}, pages = {692--708}, author = {Thomas. J. Stewart and W. Gary Sprules}, title = {Carbon-based balanced trophic structure and flows in the offshore Lake Ontario food web before (1987{	extendash}1991) and after (2001{	extendash}2005) invasion-induced ecosystem change}, journal = {Ecological Modelling}}",43.7,-77,10,9,0.2
A_PH_162_1593,M,Herbivory,"@article{Swan_1961,	doi = {10.1038/scientificamerican1061-68}, url = {https://doi.org/10.1038%2Fscientificamerican1061-68}, year = 1961, month = {oct}, publisher = {Springer Nature}, volume = {205}, number = {4}, pages = {68--78}, author = {Lawrence W. Swan}, title = {The Ecology of the High Himalayas}, journal = {Scientific American}}",27.8864254,87.09068298,15,12,0.114285714
A_PH_158_1581,M,Herbivory,"@article{Tavares_Cromar_1996, doi = {10.2307/2963482}, url = {https://doi.org/10.2307%2F2963482}, year = 1996, month = {feb}, publisher = {Wiley}, volume = {66}, number = {1}, pages = {91--113}, author = {Annette F. Tavares-Cromar and D. Dudley Williams}, title = {The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream}, journal = {Ecological Monographs}}",43.96299833,-79.08227595,39,92,0.124156545
A_PH_158_1582,M,Herbivory,"@article{Tavares_Cromar_1996, doi = {10.2307/2963482}, url = {https://doi.org/10.2307%2F2963482}, year = 1996, month = {feb}, publisher = {Wiley}, volume = {66}, number = {1}, pages = {91--113}, author = {Annette F. Tavares-Cromar and D. Dudley Williams}, title = {The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream}, journal = {Ecological Monographs}}",43.96299833,-79.08227595,33,49,0.09280303
A_PH_158_1583,M,Herbivory,"@article{Tavares_Cromar_1996, doi = {10.2307/2963482}, url = {https://doi.org/10.2307%2F2963482}, year = 1996, month = {feb}, publisher = {Wiley}, volume = {66}, number = {1}, pages = {91--113}, author = {Annette F. Tavares-Cromar and D. Dudley Williams}, title = {The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream}, journal = {Ecological Monographs}}",43.96299833,-79.08227595,28,51,0.134920635
A_PH_158_1584,M,Herbivory,"@article{Tavares_Cromar_1996, doi = {10.2307/2963482}, url = {https://doi.org/10.2307%2F2963482}, year = 1996, month = {feb}, publisher = {Wiley}, volume = {66}, number = {1}, pages = {91--113}, author = {Annette F. Tavares-Cromar and D. Dudley Williams}, title = {The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream}, journal = {Ecological Monographs}}",43.96299833,-79.08227595,29,51,0.125615764
A_PH_158_1585,M,Herbivory,"@article{Tavares_Cromar_1996, doi = {10.2307/2963482}, url = {https://doi.org/10.2307%2F2963482}, year = 1996, month = {feb}, publisher = {Wiley}, volume = {66}, number = {1}, pages = {91--113}, author = {Annette F. Tavares-Cromar and D. Dudley Williams}, title = {The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream}, journal = {Ecological Monographs}}",43.96299833,-79.08227595,27,49,0.13960114
A_PH_158_1586,M,Herbivory,"@article{Tavares_Cromar_1996, doi = {10.2307/2963482}, url = {https://doi.org/10.2307%2F2963482}, year = 1996, month = {feb}, publisher = {Wiley}, volume = {66}, number = {1}, pages = {91--113}, author = {Annette F. Tavares-Cromar and D. Dudley Williams}, title = {The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream}, journal = {Ecological Monographs}}",43.96299833,-79.08227595,31,56,0.120430108
A_PH_158_1587,M,Herbivory,"@article{Tavares_Cromar_1996, doi = {10.2307/2963482}, url = {https://doi.org/10.2307%2F2963482}, year = 1996, month = {feb}, publisher = {Wiley}, volume = {66}, number = {1}, pages = {91--113}, author = {Annette F. Tavares-Cromar and D. Dudley Williams}, title = {The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream}, journal = {Ecological Monographs}}",43.96299833,-79.08227595,29,50,0.123152709
A_PH_158_1588,M,Herbivory,"@article{Tavares_Cromar_1996, doi = {10.2307/2963482}, url = {https://doi.org/10.2307%2F2963482}, year = 1996, month = {feb}, publisher = {Wiley}, volume = {66}, number = {1}, pages = {91--113}, author = {Annette F. Tavares-Cromar and D. Dudley Williams}, title = {The Importance of Temporal Resolution in Food Web Analysis: Evidence from a Detritus-Based Stream}, journal = {Ecological Monographs}}",43.96299833,-79.08227595,27,48,0.136752137
A_PH_177_3259,M,Herbivory,"@article{Teal_1962,	doi = {10.2307/1933451}, url = {https://doi.org/10.2307%2F1933451}, year = 1962, month = {oct}, publisher = {Wiley}, volume = {43}, number = {4}, pages = {614--624}, author = {John M. Teal}, title = {Energy Flow in the Salt Marsh Ecosystem of Georgia}, journal = {Ecology}}",31.460082,-81.261573,13,19,0.243589744
A_PH_157_1570,M,Herbivory,"@article{Thompson_2004, doi = {10.1080/00288330.2004.9517265}, url = {https://doi.org/10.1080%2F00288330.2004.9517265}, year = 2004, month = {sep}, publisher = {Informa {UK} Limited}, volume = {38}, number = {4}, pages = {595--608}, author = {R. M. Thompson and C. R. Townsend}, title = {Land-use influences on New Zealand stream communities: Effects on species composition, functional organisation, and food-web structure}, journal = {New Zealand Journal of Marine and Freshwater Research}}",-46.47850107,169.5786917,47,90,0.083256244
A_PH_157_1572,M,Herbivory,"@article{Thompson_2004, doi = {10.1080/00288330.2004.9517265}, url = {https://doi.org/10.1080%2F00288330.2004.9517265}, year = 2004, month = {sep}, publisher = {Informa {UK} Limited}, volume = {38}, number = {4}, pages = {595--608}, author = {R. M. Thompson and C. R. Townsend}, title = {Land-use influences on New Zealand stream communities: Effects on species composition, functional organisation, and food-web structure}, journal = {New Zealand Journal of Marine and Freshwater Research}}",-46.10679529,170.1715771,58,149,0.090139141
A_PH_157_1573,M,Herbivory,"@article{Thompson_2004, doi = {10.1080/00288330.2004.9517265}, url = {https://doi.org/10.1080%2F00288330.2004.9517265}, year = 2004, month = {sep}, publisher = {Informa {UK} Limited}, volume = {38}, number = {4}, pages = {595--608}, author = {R. M. Thompson and C. R. Townsend}, title = {Land-use influences on New Zealand stream communities: Effects on species composition, functional organisation, and food-web structure}, journal = {New Zealand Journal of Marine and Freshwater Research}}",-46.10679529,170.1715771,53,97,0.070391872
A_PH_157_1576,M,Herbivory,"@article{Thompson_2004, doi = {10.1080/00288330.2004.9517265}, url = {https://doi.org/10.1080%2F00288330.2004.9517265}, year = 2004, month = {sep}, publisher = {Informa {UK} Limited}, volume = {38}, number = {4}, pages = {595--608}, author = {R. M. Thompson and C. R. Townsend}, title = {Land-use influences on New Zealand stream communities: Effects on species composition, functional organisation, and food-web structure}, journal = {New Zealand Journal of Marine and Freshwater Research}}",-46.47850107,169.5786917,33,65,0.123106061
A_PH_157_1578,M,Herbivory,"@article{Thompson_2004, doi = {10.1080/00288330.2004.9517265}, url = {https://doi.org/10.1080%2F00288330.2004.9517265}, year = 2004, month = {sep}, publisher = {Informa {UK} Limited}, volume = {38}, number = {4}, pages = {595--608}, author = {R. M. Thompson and C. R. Townsend}, title = {Land-use influences on New Zealand stream communities: Effects on species composition, functional organisation, and food-web structure}, journal = {New Zealand Journal of Marine and Freshwater Research}}",-46.10679529,170.1715771,45,100,0.101010101
A_PH_157_1579,M,Herbivory,"@article{Thompson_2004, doi = {10.1080/00288330.2004.9517265}, url = {https://doi.org/10.1080%2F00288330.2004.9517265}, year = 2004, month = {sep}, publisher = {Informa {UK} Limited}, volume = {38}, number = {4}, pages = {595--608}, author = {R. M. Thompson and C. R. Townsend}, title = {Land-use influences on New Zealand stream communities: Effects on species composition, functional organisation, and food-web structure}, journal = {New Zealand Journal of Marine and Freshwater Research}}",-46.10679529,170.1715771,47,100,0.092506938
A_PH_47_893,M,Herbivory,"@article{THOMPSON_2004,doi = {10.1111/j.1365-2656.2004.00899.x},url = {https://doi.org/10.1111%2Fj.1365-2656.2004.00899.x},year = 2004,month = {dec},publisher = {Wiley},volume = {74},number = {1},pages = {77--85},author = {ROSS M. THOMPSON and KIM N. MOURITSEN and ROBERT POULIN},title = {Importance of parasites and their life cycle characteristics in determining the structure of a large marine food web},journal = {Journal of Animal Ecology}}",-45.852327,170.597852,47,62,0.057354302
A_PH_27_91,M,Herbivory,"@article{Torres_2013, doi = {10.1016/j.ecolmodel.2013.05.019}, url = {https://doi.org/10.1016%2Fj.ecolmodel.2013.05.019}, year = 2013, month = {sep}, publisher = {Elsevier {BV}}, volume = {265}, pages = {26--44}, author = {María Ángeles Torres and Marta Coll and Johanna Jacomina Heymans and Villy Christensen and Ignacio Sobrino}, title = {Food-web structure of and fishing impacts on the Gulf of Cadiz ecosystem (South-western Spain)}, journal = {Ecological Modelling}}",36.970697,-7.087689,11,10,0.181818182
A_PH_139_1523,M,Herbivory,"@article{Wilbur_1972, doi = {10.2307/1935707}, url = {https://doi.org/10.2307%2F1935707}, year = 1972, month = {jan}, publisher = {Wiley}, volume = {53}, number = {1}, pages = {3--21}, author = {Henry M. Wilbur}, title = {Competition, Predation, and the Structure of the Ambystoma-Rana Sylvatica Community}, journal = {Ecology}}",42.45480864,-83.99992062,16,14,0.116666667
A_PH_11_26,M,Herbivory,"@article{Woodwell_1967,doi = {10.1038/scientificamerican0367-24},url = {https://doi.org/10.1038%2Fscientificamerican0367-24}, year = 1967, month = {mar},	publisher = {Springer Nature}, volume = {216}, number = {3}, pages = {24--31}, author = {George M. Woodwell},	title = {Toxic Substances and Ecological Cycles}, journal = {Scientific American}}",40.828245,-72.9993,9,7,0.194444444
A_PH_22_86,M,Herbivory,"@article{Zetina_Rej_n_2003, doi = {10.1016/s0272-7714(02)00410-9}, url = {https://doi.org/10.1016%2Fs0272-7714%2802%2900410-9}, year = 2003, month = {aug}, publisher = {Elsevier {BV}}, volume = {57}, number = {5-6}, pages = {803--815}, author = {Manuel J. Zetina-Rejón and Francisco Arreguí-Sánchez and Ernesto A. Chávez}, title = {Trophic structure and flows of energy in the Huizache{	extendash}Caimanero lagoon complex on the Pacific coast of Mexico},journal = {Estuarine, Coastal and Shelf Science}}",22.985307,-106.10993,6,5,0.333333333
A_PH_29_93,M,Herbivory,"@book{Kremer_1978, doi = {10.1007/978-3-642-66717-6}, url = {https://doi.org/10.1007%2F978-3-642-66717-6}, year = 1978, publisher = {Springer Berlin Heidelberg}, author = {James N. Kremer and Scott W. Nixon}, title = {A Coastal Marine Ecosystem}}",41.62041,-71.353295,11,14,0.254545455
A_PH_134_1518,M,Herbivory,"@book{patten2013systems, title={Systems analysis and simulation in ecology}, author={Patten, Bernard C}, volume={3}, year={2013}, publisher={Elsevier}}",33.8833333,-96.8,17,34,0.25
A_PH_13_28,M,Herbivory,"@inbook{Copeland_1974, Address = {Washington, D.C.}, Author = {Odum, Howard T. and McMahan, E. A and Copeland, B. J. and United States. and Conservation Foundation}, Chapter = {Oligohaline regime}, Number = {IV.C-8}, Pages = {315-357, p.318}, Publisher = {Conservation Foundation in cooperation with National Oceanic and Atmospheric Administration, Office of Coastal Environment}, Title = {Coastal ecological systems of the United States}, url = {http://hdl.handle.net/2027/uc1.31822000610949}, Volume = {II}, Year = {1974}}",35.20674,-76.230878,16,16,0.133333333
A_PH_82_1439,M,Herbivory,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}}",41.40856027,-0.256822092,8,7,0.25
A_PH_82_1440,M,Herbivory,"@incollection{Alcorlo_2001,	doi = {10.1007/978-94-017-2934-5_28}, url = {https://doi.org/10.1007%2F978-94-017-2934-5_28}, year = 2001, publisher = {Springer Netherlands}, pages = {307--316}, author = {Paloma Alcorlo and Angel Baltan{'{a}}s and Carlos Montes}, title = {Food-web structure in two shallow salt lakes in Los Monegros ({NE} Spain): energetic vs dynamic constraints}, booktitle = {Saline Lakes}}",41.40155702,-0.261780488,8,7,0.25
A_PH_57_924,M,Herbivory,"@incollection{day_1967, title = {The biology of Knysna estuary, South Africa}, booktitle = {Estuaries}, author = {J. H. Day}, editor = {G., H. Lauff}, pages = {397-407, from p. 406}, year = {1967}, publisher = {(American Association for the Advancement of Science Publication 83, Washington, DC, 1967)}}",-34.123589,23.0625,6,4,0.266666667
A_PH_004,WOL,Herbivory,"Joern, A. 1979. Feeding patterns in grasshoppers (Orthoptera: Acrididae): factors influencing diet specialization. Oecologia 38: 325-347",30.3025799,-103.4558401,74,184,0.068122917
A_PH_005,WOL,Herbivory,"Joern, A. 1979. Feeding patterns in grasshoppers (Orthoptera: Acrididae): factors influencing diet specialization. Oecologia 38: 325-347",30.206431,-103.245385,78,173,0.057609058
A_PH_006,WOL,Herbivory,"Leather, S.R. 1991. Feeding specialisation and host distribution of British and Finnish Prunus feeding macrolepidoptera. OIKOS 60: 40-48.",53.833333,-2.416667,94,116,0.02653855
A_PH_007,WOL,Herbivory,"Leather, S.R. 1991. Feeding specialisation and host distribution of British and Finnish Prunus feeding macrolepidoptera. OIKOS 60: 40-48.",64.9146659,26.0672553,69,95,0.040494459
